Customer ID,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Month_13
Customer 245,26.69,10.23,19.15,31.98,26.35,19.68,36.01,36.56,18.98,23.2,32.83,22.91,0
Customer 246,19.42,27,18.95,25.33,20.73,36.72,30.65,20.45,24.37,35.62,14.37,29.21,0
Customer 247,34.39,16.05,16.6,38.6,41.03,26.28,18.02,15.55,11.53,20.41,25.66,23.65,0.61
Customer 248,27.79,17.17,20.01,19.5,28.46,26.71,18.21,35.15,20.83,24.01,27.05,26.71,0
Customer 249,34.16,21.48,15.02,33.55,26.05,23.93,33.65,27.04,22.42,27.11,16.05,10.99,0
Customer 250,32.38,29.02,20.14,20.93,44.57,26.83,23.43,42.27,18.38,23.02,16.03,18.49,0
Customer 251,8.71,12.15,27.63,26.63,20.09,20.31,23.54,12.29,23.64,33.91,22.42,13.7,0
Customer 252,14.3,8.51,21.79,16.57,36.04,26.76,23.04,31.45,27.34,16.5,30.01,20.16,0
Customer 253,19.85,8.08,17.46,22.41,27.84,18.62,22.61,25.59,26.88,28.25,8.59,32.28,0
Customer 254,15.9,17.63,29.62,27.16,20.92,22.61,23.95,43.7,20.26,30.82,7.19,19.03,0
Customer 255,21.61,39.02,20.57,19.13,20.21,29.3,18.84,24.27,31.87,17.88,15.98,21.16,1.53
Customer 256,49.4,22.76,36.42,42.63,26.26,40.11,27.08,25.31,14.76,26.71,12.34,14.89,0
Customer 257,14.91,32.76,40.04,25.16,41.17,25.02,29.32,18.46,27.38,29.64,26.65,12.6,3.49
Customer 258,17.42,20.69,22.45,22.2,33.3,20.3,20.61,20.1,21.8,30.75,30.8,25.99,0
Customer 259,32.66,13.46,32.16,39.56,13.77,28.48,34.12,21.45,13.51,38.2,25.21,9.56,0
Customer 260,26.38,22.72,18.6,17.9,55.45,26.03,32.69,25.38,32.95,33,42.41,18.7,0.2
Customer 261,36.07,18.89,15.06,28.23,26.37,26.32,34.65,43.16,23.77,25.46,23.96,50.14,1.53
Customer 262,20.78,30.57,17.57,23.3,35.58,22.47,17.85,32.39,16.08,38.94,33.63,30.75,3.1
Customer 263,31.35,21.27,37.29,28.24,14.98,26.02,14.79,34.56,29,30.25,23.02,24.81,0.46
Customer 264,43.85,29.68,28.96,24.59,23.64,33.54,21.21,15.9,23.41,37.31,21.78,23.41,0.28
Customer 265,19.45,11.94,23.4,18.44,45.54,14.37,14.42,24.22,15.59,18.94,35.84,17.96,0.91
Customer 266,40.36,20.08,18.57,16.23,26.38,31.84,30.43,22.27,26.57,19.73,24.15,12.6,0
Customer 267,33.64,16.34,16.73,14.51,32.79,27.61,30.24,13.18,21.24,32.02,25.07,23.24,0
Customer 268,22.75,26.79,29.52,24.02,19.3,37.36,24.91,22.37,21,37.15,23.54,34.15,0
Customer 269,18.25,28.28,34.02,20.64,26.13,29.64,23.31,26.4,23.25,30.6,29.65,24.1,0
Customer 270,24.4,26.2,11.08,29.87,32.26,32.63,20.34,35.78,20.52,21.61,17.65,30.39,0.72
Customer 271,34.26,22.77,35.28,26.4,28.77,25.78,25.21,21.24,26.35,21.83,29,15.66,0.47
Customer 272,19.74,17.49,16.36,18.85,32.35,18.85,42.43,22.98,19.02,22.85,42.05,41.35,1.24
Customer 273,24.85,39.36,29.89,41.55,11.68,27.22,25.93,15.97,27.23,26.12,55.67,24.57,1.25
Customer 274,36.91,25.72,30.88,30.45,41.18,30.4,34.51,12.12,14.06,19.72,33.55,20.26,0
Customer 275,24.13,17.75,18.25,18.98,19.11,38.64,40.37,43.59,14.26,33.26,18.97,23.26,0.41
Customer 276,21.73,34.27,25.06,18.03,22.62,21.68,28.13,26.49,31.28,40.95,15.4,22.38,0.93
Customer 277,35.13,23.39,18.27,37.44,11.56,35.34,24.13,22.41,17.29,16.52,35.24,25.83,0
Customer 278,20.15,21.73,13.85,27.1,21.42,33.06,22.93,37.4,26.21,35.35,20.62,22.86,1.12
Customer 279,45.56,31,22.36,18.4,24.14,23.3,29.5,24.94,18.06,31.46,20.07,26.6,0
Customer 280,33.83,21.56,39.98,13.3,32.04,27.81,20.05,17.31,12.99,26.79,42.36,15.4,0
Customer 281,32.92,20.54,20.17,28.35,18.9,23.11,27.13,18.09,25,32.64,17.67,20.36,0
Customer 282,20.74,23.02,19.08,20.95,35.07,25.36,36.52,32.36,27.68,24.79,16.16,22.09,0.44
Customer 283,25.5,22.45,24.78,14.63,12.06,46.91,17.69,15.01,22.95,11.3,27.68,25.44,0
Customer 284,29.56,26.26,18.29,28.24,24.27,18.86,17.93,19.93,24.42,44.56,31.43,28.84,0
Customer 285,23.89,44.17,22.42,27.06,17.99,31.79,29.92,18.28,15.8,32.61,13.28,8.75,0
Customer 286,20.73,30.15,37.84,11.11,37.56,25.38,29.09,23.18,23.55,21.78,27.91,19.87,0.56
Customer 287,10.57,14.21,26.13,27.97,30.82,12.07,32.92,16.05,14.61,29.04,22.07,14.96,1.33
Customer 288,29.19,14.55,31.99,38.93,19.69,17.18,34.67,24.51,22.69,17.46,25.89,12.8,0
Customer 289,32.59,16.08,22.41,27.52,26.91,22.61,37.43,18.88,33.94,48.34,9.94,25.87,0.68
Customer 290,25.21,31.49,34.83,19.62,32.55,44.05,25.19,27.28,38.22,46.4,24.09,20.49,3.3
Customer 291,29.97,23.17,34.52,10.54,6.46,21.83,20.88,23.35,28.28,22.89,21.31,18.1,0
Customer 292,26.53,22.45,10.81,15.79,29.62,15.88,17.31,13.02,23.96,17.99,21.48,6.5,2.3
Customer 293,23.75,21.37,16.01,27.3,24.22,12.51,26.22,15.75,27.52,29.15,25.98,28.35,0.31
Customer 294,15.23,23.37,28.56,24.78,34.72,34.37,20.08,26.28,31.62,20.86,28.71,15.86,0
Customer 295,12.83,9.84,28.16,27.86,32.02,36.78,26.52,24.22,20.28,20.89,19.65,24.43,0
Customer 296,34.11,24.99,23.32,27.11,22.01,19.95,26.76,25.83,12.51,18.36,26.96,29.1,0.32
Customer 297,25.68,13.73,22.48,39.62,27.26,22.03,22.16,24.69,28.53,23.96,13.59,34.22,0
Customer 298,25.87,28.14,19.65,22.71,26.32,22.13,17.32,37.48,17.39,20.6,24.07,33.01,1.57
Customer 299,13.35,38.88,19.37,32.92,27.13,23.32,22.71,19.98,19.31,22.54,39.32,17.53,0.76
Customer 300,27.65,12.22,30.52,41.84,18.94,22.37,17.58,16.29,24.6,12.16,22.8,32.03,6.31
Customer 301,12.63,19.01,21.92,21.75,14.13,18.85,25.48,20.54,28.28,20.13,30.35,33,0.89
Customer 302,21.99,32.59,23.85,12.82,32.78,33.45,19.62,18.32,19.95,23.64,33.55,23.31,4.92
Customer 303,20.16,32.6,30.13,19.55,17.49,38.6,28.83,28.55,19.82,19.55,23.12,27.41,0
Customer 304,30.58,32.18,22.53,26.14,24.38,20.11,23.82,17.39,10.52,22.95,21.31,27.82,1.36
Customer 305,38.12,24.99,34.58,15.45,16.95,20.92,23.32,33.71,33.53,23.16,16.81,30.24,0
Customer 306,22.07,19.03,32.38,35.25,23.44,30.17,33.44,36.19,21.97,32.68,22.76,27.23,0
Customer 307,17.67,27.84,17.2,23.02,21.23,32.42,24.21,30.39,21.32,34.36,26.04,13.56,0
Customer 308,40.13,29.07,23.03,18.65,20.16,20.28,31.06,30.92,18.8,17.16,27.21,38.97,0
Customer 309,14.01,23.58,31.56,15.2,13.54,23.21,10.4,24.12,21.26,25.98,25.64,22.92,0
Customer 310,15.09,29.89,32.37,31.97,24.33,16.35,34.78,22.02,25.7,28.86,20.16,29.76,0
Customer 311,17.34,22.82,12.68,22.54,21.98,20.95,33.91,32.36,20.27,26.27,25.29,19.17,0.75
Customer 312,20.54,17.27,32.56,20.48,31.12,11.66,17.28,20.68,18.78,19.29,10.45,29.71,2.56
Customer 313,24.29,33.45,24.82,28.85,27.4,25.39,28.87,19.34,25.08,35.36,13.26,22.48,0
Customer 314,22.9,16.9,21.58,31,25.8,29.65,12.66,33.69,19.58,9.37,21.47,28.64,0
Customer 315,29.63,17.43,30.53,34.74,26.4,18.69,25.84,14.2,29.19,33.16,24.74,27.83,2.49
Customer 316,20.09,28.21,19.13,17.9,39.24,22.9,28.07,26.14,14.76,19.45,23.52,27.51,0
Customer 317,30.11,26.4,33.82,17.6,25.82,17.84,28.01,20.81,34.19,33.77,18.63,24.44,0.34
Customer 318,16.9,8.44,27,13.93,32.57,31.78,19.14,31.15,35.68,27.51,13.15,15.53,0
Customer 319,30.73,27.26,35.89,28.52,31.19,15.91,32.98,22.07,36.08,27.83,22.87,13.75,1.69
Customer 320,29.47,16.53,17.48,22.49,16.54,24.62,33.28,36.17,25.06,16.72,28.84,20.27,0
Customer 321,17.26,40.03,34.8,14.17,21.46,40.36,36.83,15.98,18.48,41.09,16.93,27.97,4.77
Customer 322,34.1,26.21,17.28,30.73,21.14,33.9,22.43,33.65,21.68,23.65,21.36,38.01,0
Customer 323,15.96,15.5,23.98,21.03,19.97,15.52,31.19,37.85,31.66,32.7,18.99,21.71,0
Customer 324,42.29,13.7,40.44,58.75,28.75,21.58,17.65,27.17,20.54,23.28,43.37,31.48,1.5
Customer 325,26.84,25.12,13.88,16.04,15.02,24.93,32.04,16.66,20.63,30.82,22.92,19.05,0
Customer 326,27.06,17.46,31.09,23.3,42.6,39.92,25.78,11.73,20.28,24.78,25.16,21.75,4.4
Customer 327,33.57,19.61,28.92,16.18,30.84,36.36,16.7,32.73,29.6,45.55,30.54,28.05,5.07
Customer 328,20.9,41.66,26.75,14.48,18.49,13.59,22.9,17.32,21.8,29.43,15.86,20.77,0
Customer 329,30.4,20.07,18.33,26.88,26.59,32.97,34.89,23.71,33.23,30.17,26.66,22.3,2.53
Customer 330,33.7,10.77,17.29,27.31,29.35,30.08,20.58,20.67,26.96,16.84,22.67,20.95,0
Customer 331,25.17,32.51,32.6,26.24,21.23,19.63,15.44,42.86,45.55,20.17,18.55,9.99,0
Customer 332,32.36,26.97,33.77,28.62,33.74,26.61,22.61,35.92,22.52,24.46,19.09,22.85,3.03
Customer 333,26.03,15.58,28.56,20.73,24.22,24.77,12.84,21.57,22.73,27.39,40.17,26.63,0
Customer 334,16.88,24.43,34.01,24.31,19.36,29.43,40.77,24.43,29.77,22.73,19.66,19.01,4.11
Customer 335,15.52,22.92,26.41,25.03,27.41,20.83,20.21,36.13,45.37,28.19,16.43,22.06,0.23
Customer 336,25.03,12.31,30.44,23.81,25.2,19.01,22.76,28.35,16.76,29.55,23.23,20.21,0
Customer 337,34.24,30.74,21.7,29.78,34.5,29.69,15.28,18.84,35.96,23.8,20.31,18.91,0.41
Customer 338,22.97,36.12,24.96,29.97,16.56,19.19,20.72,27.69,23.1,19.5,21.94,17.48,1.88
Customer 339,19.64,32.05,25.76,29.76,22.15,15.56,36.82,43.51,13.7,26.09,22.92,22.02,0
Customer 340,20.14,23.94,28.95,22.75,19.1,30.25,14.68,17.85,18.01,22.73,27.35,29.26,0
Customer 341,30.21,35.37,21.5,15.78,55.75,27.91,15.9,28.43,20.94,27.53,32.15,25.81,0.22
Customer 342,12.76,20.78,27.8,13.48,20.33,33.34,24.45,15.61,24.82,30.18,19.58,21.5,1.91
Customer 343,14.67,19.2,22.13,23.23,26.8,33.24,34.54,21.39,27.13,23.04,19.3,24.77,0
Customer 344,24.13,28.56,25.19,33.51,35.39,27.58,21.03,14.31,27.66,24.17,25.77,16.6,0
Customer 345,56.96,17.72,40.28,27.42,21.99,27.13,27.65,31.55,19.15,46.07,20.59,16.6,0
Customer 346,32.56,21.33,27.38,26.21,16.83,32.4,20.02,10.97,15.22,26.6,27.19,23.23,0.95
Customer 347,17.43,22.42,14.17,17.48,22.86,22.67,20.43,29.9,10.07,19.03,18.47,23.83,0
Customer 348,21.6,22.65,20.4,28.7,14.88,27.67,19.05,33.65,13.22,21.78,26.6,39.98,0
Customer 349,31.31,17.19,43.5,22.72,21.23,4.16,24.31,24.49,18.07,30.53,26.92,28.56,0.23
Customer 350,32.23,8.85,22.65,14.04,26.91,21.69,17.8,20.43,26.98,22.24,46.46,13.88,0
Customer 351,35.14,21.07,28.04,32.73,21.66,22.53,21.23,19.92,9.75,36.2,18.6,28.56,1.9
Customer 352,20.32,18.54,30.7,24.65,46.56,22.93,25.28,40.26,26.68,31.14,27.16,24.03,0
Customer 353,18.82,12.25,21.57,15.45,32.44,16.59,19.81,34.49,27.28,21.98,35.74,19.25,0
Customer 354,26.84,17.08,25.13,20.8,25.05,14.38,25.1,21.08,25.55,21.42,15.03,34.1,0.21
Customer 355,24.56,29.11,25.32,32.63,12.24,30.22,14.58,25.98,17.17,32.7,29.51,26.68,1.79
Customer 356,32.88,24.11,27.02,30.76,9.92,21.28,25.75,18.73,20.03,15.1,27.45,15.46,3.94
Customer 357,22.19,23.64,29.16,18.76,22.13,25.38,31.08,28.08,33.64,21.27,24.04,15.13,0
Customer 358,24.25,20.75,25.23,27.26,18.05,22.36,19.85,15.57,18.07,16.35,31.69,31.37,3.48
Customer 359,23.99,26.21,27.83,28.49,22.58,17.42,25.94,21.95,24.08,26.34,25.27,16.45,0
Customer 360,35.73,23.61,29.56,27.9,25.71,14.81,26.28,27.95,34.57,20.53,32.39,22.22,0.21
Customer 361,18,22.28,21.11,19.11,15.05,25.53,22.77,21.92,8.27,32.58,31.46,24.8,1.36
Customer 362,29.2,28.09,24.89,22.65,33.96,36.4,37.13,20.63,25.22,19.72,22.29,20.7,0
Customer 363,27.14,15.27,16.95,24.27,25.79,24.72,14.24,8.76,19.48,18.36,24.17,16.18,2.99
Customer 364,16.66,23.37,25.25,24.88,18.97,21.85,15.52,26.23,30.78,28.65,24.65,13.05,0
Customer 365,37.26,19.59,24.82,15.35,21.67,33.98,15.81,10.21,12.42,30.69,14.32,17.28,1.52
Customer 366,34.19,22.96,24.92,17.15,33.41,16.09,10.29,22.41,33.14,22.83,29.06,15.11,0
Customer 367,24.07,17.8,21.07,28.39,16.21,17.29,27.54,31.39,25.38,30.65,24.53,12.41,4.95
Customer 368,38.16,23.62,15.88,27.95,30.4,25.24,27.02,24.92,40.24,40.21,17,29.9,0
Customer 369,17.98,22.72,20.34,36.48,23.88,22.78,29.52,44.59,40.7,18.4,45.36,27.65,0
Customer 370,30.29,17.36,16.5,27.8,17.27,30.44,28.2,15.84,20.2,23.12,31.57,24.61,1.19
Customer 371,17.88,18.03,35.42,27.21,17.27,23.37,20.99,35.66,39.23,24.82,27.13,25.17,0
Customer 372,23.76,25.23,43.18,13.26,32.5,32.59,26.13,37.89,16.76,33.37,20.67,14.69,0
Customer 373,23.37,39.15,29.17,26.58,35.5,34.49,35.38,29.57,27.71,23.77,34.46,12.11,0.85
Customer 374,37.71,57.19,19.79,19.23,29.57,20.4,20.17,25.2,30.33,10.93,31.37,19.23,1.64
Customer 375,32.69,19.31,21.73,25.61,19.62,24.61,18.4,20.59,20.42,25.4,37.58,15.68,0
Customer 376,29.66,13.83,29.51,18.94,25.93,35.69,31.94,17.75,18.69,25.46,26.49,26.43,0.85
Customer 377,23.14,10.68,32.49,23.23,26.28,21.65,22.76,31.4,24.24,22.79,30.68,38.83,0
Customer 378,23.31,25.57,24.8,36.01,28.32,24.19,16.75,25.08,16.95,20.43,19.39,31.42,0
Customer 379,21.42,26.24,23.53,26.63,40.98,39.37,24.54,47.84,26.37,25.76,26.11,41.16,0
Customer 380,19.43,19.23,24.91,8.58,16.87,19.9,18.23,30.05,25.84,19.24,22.25,19.11,4.54
Customer 381,18.9,16.81,28.13,18.9,25.14,17.52,18.71,18.14,31.86,27.66,16.31,20.68,0
Customer 382,16.84,24.92,30.87,27.24,22.13,30.98,19.83,24.89,20,32.66,20.1,38.39,1.43
Customer 383,34.12,27.8,19.35,20.89,24.27,22.48,37.42,28.36,27.88,19.18,13.29,26.43,0
Customer 384,19.09,15.43,32.32,39.35,22.08,19.23,17.59,14.15,15.21,12.1,22.25,34.03,1.82
Customer 385,26.85,20.46,24.61,18.34,35.79,20.79,26.9,24.95,28.83,27.55,35.52,37.75,0.91
Customer 386,17.2,14.79,37.49,21.95,26.49,30.17,25.97,27.78,21.51,21.47,21.6,30.12,0.47
Customer 387,38.29,27.88,17.55,16.95,23.64,42.55,29.75,23.66,24.38,27.86,33.68,24.91,0
Customer 388,26.16,17.72,28.96,39.45,18.18,24.65,26.7,21.23,25.73,43.1,22.13,25.3,1.97
Customer 389,27.97,9.28,17.38,29.99,30.58,9.23,12.7,19.09,19.95,20.63,29.29,21.54,0
Customer 390,25.54,30.92,23.53,27.67,27.87,15.1,21.48,28.8,22.96,25.66,29.38,19.23,0
Customer 391,33.88,12.49,26.77,16.8,40.79,21.81,27.45,30.17,22.77,20.7,15.87,30.49,0.84
Customer 392,31.29,14.46,12.42,23.54,25.97,18.16,27.94,28.15,30,23.62,23.85,25.25,2.96
Customer 393,35.32,15.01,27.07,36.98,20.3,20.69,18.85,16.96,32.68,26.5,18.78,11.72,0
Customer 394,36.83,19.4,24.74,38.55,29.03,43.7,34.01,16.79,13.58,21.23,21.89,18.89,0
Customer 395,14.85,16.53,21.8,20.78,19.86,31.91,23.4,27.25,26.96,16.31,11.47,13.91,0
Customer 396,32.68,23.74,30.83,10.28,28.36,26.8,32.62,14.64,12.16,19.41,28.93,14.1,0
Customer 397,31.17,30,18.9,22.79,17.8,29.97,23.12,23.2,24.77,22.79,26.07,16.61,0.94
Customer 398,44.24,10.17,28.22,25.25,13.35,28.25,11.13,22.66,21.14,28.14,22.84,24.57,0
Customer 399,17.37,22.26,23.48,28.53,16.68,16.62,27.08,49.17,15.02,16.77,32.86,26.87,0
Customer 400,19.33,20.48,32.61,27.36,28.49,22.65,24.75,28.31,15.08,28.77,24.42,29.32,0
Customer 401,40.61,20.01,35.7,23.38,36.53,33.69,23.26,41.51,27.33,16.97,16.1,28.04,1.08
Customer 402,8.95,30.88,25.35,34.37,30.54,18.94,7.51,33.04,41.45,13.28,40.73,19.53,4.8
Customer 403,29.09,15.35,21.54,35.85,31.72,33.15,24.06,26.31,18.38,31.76,16.24,16.19,0.33
Customer 404,28.42,18.79,26.89,33.34,16.28,37.99,18.11,27.69,18.97,20.78,12.75,16.15,0
Customer 405,24.85,18.99,25.44,28.13,23.51,26.27,18.04,17.55,15.29,18.46,17.51,17.09,0
Customer 406,15.38,12.93,13.63,24.58,19.17,18.32,20.56,34.94,30.91,26.09,20.06,19.63,0.23
Customer 407,9.92,20.22,30.26,24.43,41.05,31.09,9.78,23.07,25.24,41.65,23.4,17.92,0
Customer 408,19.35,27.59,24.04,15.15,39.09,24.36,25.37,18.77,18.95,36.4,27.77,34.57,0
Customer 409,29.43,19.15,20.65,15.25,34.54,16.76,21.81,25.7,16.3,25.08,34.31,23.4,1.28
Customer 410,16.73,24.54,37.82,22.76,33.58,29.11,15.06,23.23,17.71,27.28,33,21.18,0
Customer 411,22.04,18.32,55.32,23.19,23.77,14.56,24.2,30.18,36.98,20.49,28.01,17.96,1.6
Customer 412,16.31,12.23,29.1,22.39,21.16,23.2,25.9,41.16,32.87,27.04,32.69,50.04,0
Customer 413,35.45,19.49,35.12,33.23,25.81,40.94,34.71,31.35,23.89,25.57,18.88,18.62,4.7
Customer 414,22.95,25.2,15.22,25.37,31.24,25.55,39.06,14.01,28.74,32.49,21.91,28.27,0
Customer 415,26.82,19.24,28.22,19.41,14.61,18.67,20.96,24.21,12.77,17.99,22.21,30.79,0
Customer 416,23.84,18.92,23.7,25.3,21.32,27.19,29.46,31.55,18.43,30.92,23.07,31.76,0
Customer 417,14.07,13.35,25.44,29.36,14.52,27.34,14.32,21.09,26.02,29.69,15.91,34.99,2.43
Customer 418,21.85,22.85,12.05,13.39,21.74,18.72,36.65,29.31,23.68,24.51,30.14,30.98,0
Customer 419,31.1,23.89,11.37,30.57,24.13,39.51,18.75,24.11,24.62,13.76,21.26,17.79,4.39
Customer 420,26.61,18.53,31.37,22.43,39.76,26,21.51,22.58,22.17,22.88,36.22,21.38,1.36
Customer 421,28.55,32.57,20.93,15.32,30.2,23.34,32.01,27.19,19.3,6.61,41.96,27.06,0
Customer 422,17.25,33.24,35.42,28.69,21.66,17.91,26.81,17.04,25.65,21.16,30.03,30.86,0
Customer 423,25.38,32.03,36.07,38.69,28.97,44.09,24.63,38.67,43.34,28.89,15.83,14.84,4.37
Customer 424,17.36,17.78,25.95,31.41,23.54,34.18,26.11,16.92,26.25,25.97,19.49,21.25,0
Customer 425,33.13,27.44,29.55,17.61,26.23,21.13,37.21,39.49,42.42,32.37,36.18,26.97,3.11
Customer 426,13.5,24.49,18.77,21.56,20.47,29.08,28.4,31.41,28.99,31,17.55,21.84,1.31
Customer 427,9.74,21.6,29.81,24.06,22.52,10.67,19.13,33.79,8.39,8.62,29.46,25.86,0
Customer 428,22.02,16.39,18.91,23.65,21.65,33.15,36.22,26.34,30.82,16.08,30.81,23.71,1.52
Customer 429,19.64,25.02,26.31,22.28,28.8,22.51,31.41,13.41,19.75,26.64,27.22,28.43,0
Customer 430,30.93,15.67,16.59,19.11,15.22,33.91,34.91,21.92,20.58,29.88,27.01,48.2,0.18
Customer 431,23.69,22.53,28.08,30.75,21.64,22.21,13.55,11.49,42.98,30.3,18.86,20.11,1.78
Customer 432,12.52,13.33,15.55,18.15,26.26,10.67,28.79,34.97,20.44,17.51,25.8,12.15,0
Customer 433,26.01,21,44.77,22.39,31.28,13.58,26.8,35.24,21.39,23.31,34.6,18.56,3.36
Customer 434,24.97,20.08,22.83,23.23,26.7,25.56,29.1,35.9,33.37,31.62,19.24,17.37,0
Customer 435,22.54,27.31,21.66,19.52,55.76,23.3,23.13,20.26,13.94,19.51,26.71,24.6,0
Customer 436,31.27,19.22,31.99,34.07,14.13,37.49,22.48,12.34,37.62,28.79,20.02,21.23,0
Customer 437,42.02,32.19,16.66,25.84,10.84,25.56,25.92,33.13,24.48,21.08,22.24,16.49,0.43
Customer 438,31.4,17.44,19.45,26.51,28.77,12.47,34.52,20.08,22.65,14.41,18.53,20.8,1.1
Customer 439,12.6,17.94,21.49,17.89,30.24,22.84,30.04,31.96,24.35,26.37,21.04,18.19,0.34
Customer 440,30.17,28.24,24.93,33.56,28.99,27.68,17.68,18.28,29.22,25.22,28.14,20.56,0
Customer 441,38.22,19.8,27.96,21.46,31.54,27.66,24.12,50.05,44.8,13.96,12.07,35.91,0.69
Customer 442,26.68,18.11,26.94,23.91,24.07,40.7,30.12,17.97,16.4,19.26,27.15,26.39,0.99
Customer 443,29.59,28.18,23.11,28.08,21.94,19.01,45.7,25.87,15.65,23.93,20.14,23.21,0.65
Customer 444,29.64,14.57,25.27,22.85,23.94,28.96,24.29,30.92,28.82,7.27,15.4,25,0
Customer 445,23.67,24.31,30.24,20.08,29.71,28.2,20.59,26.64,30.84,20.09,15.87,35.58,0
Customer 446,20.13,18.68,21.9,30.76,36.9,22.38,25.24,32.59,19.05,19.02,26.85,37.48,0
Customer 447,33.51,25.92,28.91,22.79,22.56,35.56,20.47,28.07,30.38,20.64,26.76,11.55,0
Customer 448,10.34,42.7,21.76,15.62,15.8,10.36,35.75,20.68,21.72,23.46,24.21,22.49,2.4
Customer 449,23.94,19.88,39.6,16.73,25.03,10.11,26.58,31.65,24.19,33.74,23.99,27.42,0
Customer 450,6.19,16.88,45.01,41.76,33.72,15.12,24.92,15.08,14.14,36.13,28.89,23.68,0
Customer 451,29.45,19.68,21.25,26.56,28.18,17.28,21.59,29.13,26.36,26.73,21.23,19.16,1.4
Customer 452,24.36,22.77,21.22,36.45,18.54,24.59,34.79,33.14,25.08,28.33,27.11,23.45,1.92
Customer 453,13.07,12.82,20.57,32.19,25.77,35.01,22.13,18.45,22.14,25.01,21.01,17.76,0
Customer 454,20.73,21.28,40.74,20.98,29.74,33.56,28.51,37.03,33.35,32.49,20.82,26.37,3.26
Customer 455,44.71,14.55,33.56,35.38,24.84,50.57,41.51,23.19,30.62,28.67,23.4,40.5,0
Customer 456,42.31,20.94,21.15,10.22,14.61,21.27,20.31,41.32,24.55,28.16,23.04,26.4,0
Customer 457,23.95,17.52,14.83,44.57,31.18,27.14,17.56,13.06,34.12,17.85,18.02,38.95,1.42
Customer 458,38.89,27.29,22.62,34.7,22.71,21.4,23.87,20.14,15.8,22.86,15.05,17.99,0
Customer 459,18.73,18.15,37.92,7.91,24.37,15.76,15.15,37.25,17.38,23.9,18.07,26.2,1.25
Customer 460,34.04,27.68,25.16,22.47,16.47,35.42,30.37,25.13,22.54,20.44,26.31,22.71,0.4
Customer 461,23.79,12.94,16.7,36.23,16.98,26.67,17.54,22.3,10.94,43.02,27.8,23.68,0
Customer 462,19.08,22.38,19.27,21.25,33.33,13.2,32.53,30.71,22.37,30.78,28.65,15.39,0
Customer 463,33.48,13.94,23.03,23.53,16.19,23.66,28.1,19.11,19.43,23.68,27.08,34.02,0
Customer 464,27.01,22.11,20.63,18.04,20.58,13.94,18.07,15.29,23.99,29.69,18.66,26.2,0
Customer 465,25.65,33.63,26.51,22.89,26.32,21.27,41.21,20.31,22.33,31.43,18.65,26.54,0.31
Customer 466,29.26,27,24.76,18.74,32.01,38.65,9.09,20.3,24.15,22.64,23.13,35.12,2.16
Customer 467,15.76,21.31,28.63,35.84,13.44,19.73,37.19,28.29,14.72,33.59,17.58,21.08,0
Customer 468,23.83,17.85,30.53,10.89,32.28,21.96,30.04,28.67,20.97,15,20.19,13.53,1.91
Customer 469,49.47,21.88,19.88,23.6,28.48,24.4,21.95,11.6,14.87,28.98,16.74,30.88,1.69
Customer 470,39.08,27.05,28.6,18.4,33.18,37.57,15.93,24.95,17.47,19.34,22.31,20.77,0.15
Customer 471,24.13,18.55,38.19,31.28,8.91,38.88,36.8,25.3,15.82,20.75,21.98,29.3,1.83
Customer 472,27.52,24.71,39.58,19.9,33.47,27.57,19.14,28.93,25.98,15.84,28.19,15.93,0.87
Customer 473,16.03,20.34,22.55,26.29,37.94,10.6,28.67,30.48,13.99,36.73,28.15,28.56,0.25
Customer 474,31.6,22.24,25.51,17.91,13.26,16.52,26.59,23.24,17,36.37,18.18,35.02,0
Customer 475,27.18,20.77,13.21,29.5,37.6,16.15,34.44,31.76,42.41,25.81,18.09,40.04,0
Customer 476,28.57,19.06,23.06,27.24,42.16,17.85,16.62,18.87,35.77,25.4,30.78,27.58,0
Customer 477,23.55,10.52,27.9,16.57,11.6,36.24,17.32,32.96,24.56,20.4,21.24,10.13,0
Customer 478,37.08,31.43,15.24,19.17,23.85,18.33,29.97,20.6,26.66,29.77,36.98,20.35,0
Customer 479,19.48,24.1,20.77,30.28,39.45,32.85,13.43,27.83,31.28,18.74,36.64,29.56,1.73
Customer 480,18.21,16.49,20.65,14.13,18.84,13.37,9.74,14.26,26.81,28.55,30.85,19.8,0
Customer 481,41.64,17.44,32.84,33.85,19.57,24.16,32.44,19.52,24.4,41.14,37.55,15.48,1.38
Customer 482,25.45,25.05,54.54,16.45,33.46,24.05,17.9,31.69,27.43,14.63,16.62,26.66,0
Customer 483,36.75,22.86,16.48,24.82,39.38,27.76,26.78,28.82,22.36,28.27,16.45,28.75,0
Customer 484,21.57,16.54,11.84,26.17,23.01,25.33,26.8,20.78,30.57,33.28,22.45,17.35,0
Customer 485,37.81,29.52,7.13,20.15,30.74,35.96,26.3,28.44,35.58,24.97,22.95,27.18,1.99
Customer 486,30.84,12.69,16.62,13.09,22.95,16.83,13.44,36.01,32.35,33.37,23.93,19.64,0.45
Customer 487,36.29,30.48,24.24,21.31,40.68,32.93,8.16,23.09,20.46,19.87,21.07,33.08,1.01
Customer 488,33.31,21.99,24.48,20.66,20.34,20.21,13.28,12.89,33.56,36.12,21.69,17.16,1.71
Customer 489,33.36,27.73,20.44,45.74,18.93,30.05,33.46,19.29,26.63,12.08,23.27,22.06,0.7
